"ID","LIMIT_BAL","MARRIAGE","EDUCATION","SEX","AGE","PAY_1","PAY_2","PAY_3","BILL_AMT1","BILL_AMT2","BILL_AMT3","PAY_AMT1","PAY_AMT2","PAY_AMT3","TARGET"
12431,60000,2,2,2,36,0,0,0,50884,48709,19010,2427,1214,600,1
12432,60000,2,3,2,30,0,0,0,75982,78213,82563,3451,6275,0,1
12433,40000,1,2,1,32,1,0,0,0,0,0,0,0,2500,1
12434,40000,2,2,2,31,2,2,4,600,600,600,0,0,0,1
12435,50000,2,2,1,37,0,0,0,48433,49608,45568,2000,1500,442,1
12436,30000,1,2,1,33,2,2,2,58024,59300,59831,2800,2100,2300,1
12437,40000,1,2,1,32,2,0,0,59748,60684,59532,2500,2108,1008,1
12438,60000,2,1,2,37,0,0,0,149892,137990,136171,6780,4800,3496,1
12439,60000,1,3,1,34,0,0,0,4750,0,0,0,0,2827,1
12440,60000,2,3,2,34,1,0,0,-78,-78,-78,0,0,1300,1
12441,60000,1,3,2,31,1,2,0,42867,41901,44126,0,3000,2000,1
12442,50000,2,3,2,41,0,0,0,497106,497921,490093,15868,12371,26454,1
12443,40000,2,3,1,34,2,2,2,17352,21338,20304,5000,0,2000,1
12444,60000,1,2,2,38,0,0,0,207592,212099,214669,8165,6889,6033,1
12445,40000,1,2,2,33,1,2,2,8481,8711,6946,2000,0,450,1
12446,60000,1,3,1,31,1,0,0,0,106257,108360,106257,5400,4000,1
12447,60000,2,3,2,36,0,0,0,0,0,973,0,973,229,1
12448,50000,1,2,1,34,0,0,0,161747,164150,0,7350,0,0,1
12449,40000,2,2,2,32,1,0,0,0,0,0,0,0,0,1
12450,50000,1,2,2,36,2,2,2,113436,109439,111108,1308,7623,3900,1
12451,60000,1,1,2,38,0,0,2,1570,21835,20680,20680,0,0,1
12452,50000,2,3,2,35,2,2,0,2500,0,0,0,0,0,1
12453,40000,1,1,1,34,0,0,0,122187,123790,125258,6000,6000,4400,1
12454,60000,2,3,2,35,0,0,0,18220,18743,17624,1553,1200,349,1
12455,30000,2,3,2,35,2,0,0,253197,258621,262825,11000,10000,9876,1
12456,40000,1,2,2,35,0,0,0,4328,1518,1958,1518,1972,368,1
12457,60000,2,3,2,32,2,2,2,22343,24678,25079,3000,1100,0,1
12458,60000,2,3,1,38,3,2,0,1571,361,1716,0,1716,460,1
12459,40000,1,2,1,36,0,0,0,54770,58257,59675,5000,3000,2500,1
12460,40000,1,2,2,32,2,0,0,49530,18717,3053,1449,1213,1087,1
12461,40000,1,2,1,34,1,2,2,49615,48552,50175,0,3056,0,1
12462,50000,1,3,2,34,0,0,0,0,0,0,0,0,0,1
12463,50000,2,3,2,33,1,2,2,205498,210424,212979,10000,7598,0,1
12464,50000,1,2,2,34,0,0,0,4476,5814,5254,5841,5280,15587,1
12465,50000,1,2,1,39,0,0,0,20139,19067,19787,1480,1200,394,1
12466,40000,2,3,2,39,0,0,0,1414,1080,97,1080,97,1749,1
12467,50000,1,2,2,38,0,0,0,725,1172,1619,1002,1002,202,1
12468,40000,2,3,1,33,0,0,0,40181,66569,19281,1500,2400,5700,1
12469,50000,2,2,1,28,0,0,0,40985,41028,42041,1987,2000,1800,1
12470,30000,2,2,1,31,0,0,2,17196,20609,20654,4007,700,0,1
12471,60000,1,2,2,34,0,0,0,17312,17762,18814,1500,1500,1000,1
12472,60000,2,3,2,37,1,2,2,25229,25533,24441,1000,0,0,1
12473,50000,1,1,2,34,2,2,0,5685,5448,7347,0,2000,800,1
12474,50000,1,2,1,33,1,2,0,18139,17559,18662,0,1400,3000,1
12475,40000,2,3,1,25,2,2,0,3354,-18,-18,0,0,0,1
12476,60000,2,3,2,33,1,2,2,29864,29104,31379,0,3000,0,1
12477,50000,1,3,1,30,2,2,2,118096,120455,116061,12000,0,9500,1
12478,60000,1,3,2,36,0,3,2,1090,1257,1090,167,0,0,1
12479,60000,1,2,1,36,2,2,2,109994,125138,114344,17100,17,4000,1
12480,40000,2,2,2,33,0,0,0,49138,49718,49437,2250,1900,1800,1
12481,20000,2,3,2,32,0,0,0,3352,3352,3352,3352,3352,3352,1
12482,50000,1,3,1,35,1,0,0,0,0,0,0,0,0,1
12483,30000,1,2,1,36,0,0,0,31218,32321,41713,1608,10000,1511,1
12484,50000,1,3,2,36,0,0,0,3556,326,326,652,326,476,1
12485,50000,1,1,2,38,1,0,0,0,2583,3001,2583,3001,21306,1
12486,30000,2,2,1,33,2,0,0,56789,58276,60102,2400,3000,2500,1
12487,40000,1,2,2,38,2,2,2,2500,2500,2500,0,0,0,1
12488,50000,2,1,1,38,2,0,0,499024,494290,470617,20600,19000,14000,1
12489,50000,2,3,1,36,0,0,0,509,1350,0,1363,0,0,1
12490,50000,2,2,2,43,1,0,0,0,0,0,0,0,0,1
12491,50000,1,2,1,34,0,0,0,22165,21292,16469,7002,3002,5002,1
12492,60000,1,1,2,34,0,0,2,200,400,200,400,0,200,1
12493,60000,1,3,1,35,0,0,0,9763,7059,5606,7059,6000,3136,1
12494,50000,1,2,2,34,0,0,0,85220,86745,71536,3000,3000,2411,1
12495,60000,2,3,2,35,0,0,0,167428,168827,148031,6155,5382,3270,1
12496,60000,2,2,2,35,0,0,0,422,1334,3962,1532,3962,0,1
12497,50000,2,2,2,37,0,0,0,146480,147880,146958,6380,4570,4500,1
12498,30000,2,3,2,32,0,0,0,2345,3595,1537,3595,1537,363,1
12499,60000,1,2,1,32,2,2,2,8857,9964,9654,1400,0,1000,1
12500,60000,2,2,2,37,2,2,0,1176,0,41,0,41,1021,1
12501,50000,1,2,1,37,0,0,0,67573,68884,70511,3000,3500,0,1
12502,40000,1,3,2,31,0,0,0,55222,54293,53294,2510,2450,1676,1
12503,40000,2,2,1,29,0,0,0,40735,36337,36882,1581,4626,0,1
12504,30000,1,1,2,37,0,0,0,326,326,4058,326,4058,2000,1
12505,50000,1,2,1,38,2,2,4,2443,2443,2443,0,0,0,1
12506,50000,2,2,1,33,2,2,0,134836,128038,126862,0,5000,3500,1
12507,50000,1,1,2,36,0,0,0,125824,80801,81929,4000,4000,3000,1
12508,40000,1,2,2,35,0,2,2,699,309,-471,0,0,1950,1
12509,60000,2,1,1,33,0,0,0,50297,46613,46666,1852,4050,676,1
12510,60000,1,3,1,37,0,0,0,9164,0,0,0,50000,0,1
12511,60000,1,3,2,35,1,0,0,0,0,0,0,0,0,1
12512,50000,2,3,2,34,1,0,0,0,0,0,0,0,0,1
12513,40000,1,3,1,35,2,2,2,267116,271396,265433,10100,0,9932,1
12514,60000,1,3,2,35,2,2,0,1310,0,0,0,0,0,1
12515,40000,1,2,2,37,0,0,0,46578,39085,18628,1308,1290,664,1
12516,40000,1,2,2,39,0,0,0,147476,140352,110722,6640,4100,4000,1
12517,60000,1,2,1,37,2,0,0,67788,22453,13683,5080,5028,15127,1
12518,50000,1,2,2,35,2,2,2,16965,17398,18310,1000,1500,900,1
12519,30000,2,2,1,36,1,0,0,0,0,0,0,0,0,1
12520,60000,1,2,1,31,0,0,0,100699,94528,89010,3368,3995,2800,1
12521,40000,1,3,2,35,1,0,0,-11,-11,-11,0,0,2905,1
12522,60000,1,1,1,36,1,2,0,66978,65198,48951,0,2600,635,1
12523,50000,1,3,2,37,1,0,0,0,0,3508,0,3508,0,1
12524,50000,1,2,2,37,1,0,0,0,177,1460,177,1460,0,1
12525,50000,2,3,2,35,2,0,0,18653,19844,20908,1500,1400,1000,1
12526,60000,2,3,2,39,3,2,2,8830,9533,10220,1000,1000,600,1
12527,60000,2,2,2,35,0,0,0,54932,85672,41483,1900,1572,1000,1
12528,50000,1,1,2,36,0,0,0,137614,137133,134970,5700,9000,4500,1
12529,40000,2,2,1,40,0,0,0,54,54,54,0,0,0,1
12530,40000,1,3,1,32,0,0,2,73839,78934,76649,6700,0,7500,1
12531,60000,2,3,2,36,0,0,0,1993,2722,2753,1062,1000,0,1
12532,40000,1,2,1,35,0,0,0,51319,52214,50260,5000,2300,1100,1
12533,30000,2,1,1,33,2,0,0,50110,50322,27078,1500,1620,1000,1
12534,30000,1,2,2,37,1,0,0,0,0,0,0,0,0,1
12535,40000,2,2,1,38,0,0,0,34449,35009,21307,1600,1300,500,1
12536,60000,2,3,2,28,2,2,0,14750,14229,16438,0,2773,605,1
12537,50000,1,1,2,36,1,0,0,0,1200,12466,1200,12466,6004,1
12538,50000,2,2,2,40,0,2,0,6806,6552,7561,0,1125,276,1
12539,60000,2,2,2,29,0,0,0,4767,0,451,0,451,0,1
12540,30000,1,2,1,36,2,2,3,17213,19041,18449,2400,0,0,1
12541,30000,2,2,1,36,2,0,0,41932,38411,30659,1600,1712,1016,1
12542,60000,1,2,2,36,2,2,2,20574,21041,19055,1100,0,550,1
12543,30000,2,1,2,32,0,0,0,12547,14699,900,14745,900,0,1
12544,40000,2,3,2,42,2,0,0,88346,85975,86302,3500,3500,3000,1
12545,60000,1,3,1,32,1,2,0,162757,143233,130477,5,6000,5000,1
12546,60000,1,3,2,35,1,0,0,0,0,0,0,0,0,1
12547,40000,1,1,2,40,0,0,0,1344,0,0,0,0,0,1
12548,50000,1,2,2,34,0,0,0,6402,13301,3762,13389,3785,7527,1
12549,60000,1,3,2,38,0,2,0,1972,582,1891,0,1891,0,1
12550,60000,2,1,1,34,2,2,2,3983,4764,5528,1000,1000,2000,1
12551,40000,1,2,1,39,0,2,0,2081,991,1982,0,1982,0,1
12552,60000,1,3,2,34,0,0,0,703,-20,-20,0,0,0,1
12553,60000,2,3,1,35,0,0,0,138859,141393,135784,5100,4779,6000,1
12554,30000,2,1,1,36,1,2,0,101767,41823,33740,12,1407,347,1
12555,50000,1,2,2,32,0,0,0,198,29430,22925,29439,22993,6167,1
12556,50000,1,1,2,33,0,0,2,34378,37584,38072,3768,1400,0,1
12557,40000,1,2,1,35,2,3,2,110162,107008,103800,0,0,4000,1
12558,50000,2,3,1,34,0,0,0,2500,0,0,0,0,0,1
12559,50000,1,2,2,34,0,0,0,79545,80932,22320,3708,1364,809,1
12560,50000,1,2,2,39,0,0,0,3601,-876,6440,9,9242,0,1
12561,40000,2,2,2,32,1,2,2,6218,6959,8635,1000,1800,0,1
12562,30000,1,2,2,38,2,2,2,150,150,150,0,0,0,1
12563,60000,2,2,2,38,2,2,2,232044,236365,229553,9500,0,6829,1
12564,50000,1,1,1,30,2,2,2,18691,21072,20039,3000,0,700,1
12565,50000,1,1,2,29,1,3,2,28164,27432,28668,0,2000,1300,1
12566,50000,2,2,1,31,1,2,0,50468,48621,49987,0,2600,650,1
12567,30000,2,3,2,36,0,0,0,15655,3918,29881,4854,30366,0,1
12568,40000,2,2,2,33,1,2,0,7194,6934,8786,0,2000,430,1
12569,50000,1,2,2,36,2,2,0,28574,14220,14188,0,1230,1000,1
12570,40000,1,1,1,33,0,2,0,1340,950,1560,0,1000,0,1
12571,40000,2,2,2,36,2,0,0,16235,17857,18862,2200,1610,679,1
12572,50000,2,3,1,36,3,2,2,16330,15784,18200,0,3000,0,1
12573,40000,1,2,1,35,0,0,0,66866,27072,26744,2000,1396,3000,1
12574,60000,2,2,1,35,1,2,2,9500,7913,9572,0,1800,0,1
12575,50000,2,3,2,34,2,2,2,25487,26513,27026,1738,1251,1596,1
12576,60000,1,3,1,32,1,1,1,352016,341600,321232,15210,8273,8100,1
12577,60000,2,3,2,35,1,0,0,0,10121,390,10121,780,2809,1
12578,50000,1,2,1,35,4,4,3,82348,82156,83318,1700,3100,0,1
12579,40000,3,3,1,37,0,0,0,6772,7790,8799,1128,1137,312,1
12580,40000,2,3,1,34,1,0,0,0,1010,0,1010,0,0,1
12581,60000,1,2,2,42,1,0,0,0,0,0,0,0,0,1
12582,50000,1,3,1,37,0,0,0,239206,212271,191813,9029,9000,7100,1
12583,50000,1,2,2,35,0,0,0,1000,1000,1000,1000,1000,1000,1
12584,50000,2,3,1,37,0,0,0,49171,50376,51536,2000,2000,2100,1
12585,40000,1,3,1,34,4,4,4,161569,159190,155821,0,0,0,1
12586,50000,1,2,2,34,1,2,2,210333,206332,214981,0,12014,0,1
12587,60000,1,2,2,36,1,0,0,0,0,0,0,0,0,1
12588,40000,1,2,1,33,0,0,0,52930,960,354716,510,358689,15066,1
12589,60000,2,2,1,31,0,0,0,48492,49934,24753,20294,24891,125171,1
12590,60000,1,2,1,32,0,0,0,836,390,780,390,780,0,1
12591,40000,1,2,2,31,0,0,0,71770,74066,75907,4000,3000,3000,1
12592,60000,1,1,1,41,2,0,0,40846,3099,1950,1149,1000,0,1
12593,60000,1,2,2,35,2,2,2,61066,62999,61388,3500,0,4000,1
12594,30000,2,2,1,29,1,2,2,17989,17417,19807,0,3000,1000,1
12595,60000,1,1,2,30,0,0,0,89604,97129,98795,10000,4275,3550,1
12596,60000,2,2,2,34,0,0,0,390,390,0,390,0,780,1
12597,40000,2,1,2,26,3,2,2,26494,26675,29111,900,3974,0,1
12598,50000,2,3,1,36,0,0,0,112380,113369,113214,6200,9900,0,1
12599,50000,1,2,2,38,0,0,0,92481,90698,80720,3507,3328,2100,1
12600,50000,2,2,2,37,0,0,0,23662,25970,28531,3000,3000,2300,1
12601,40000,2,2,1,48,2,2,2,12642,13740,13818,1600,600,700,1
12602,40000,2,2,1,47,0,0,0,48603,48338,45090,1963,1972,672,1
12603,40000,2,1,2,42,1,2,0,18103,18418,19270,900,1215,755,1
12604,50000,2,3,1,47,2,0,0,16869,17895,18939,1606,1650,823,1
12605,60000,1,3,2,45,0,2,2,4269,4057,5326,0,1500,0,1
12606,60000,1,2,1,43,0,0,0,730,4426,820,4426,820,0,1
12607,60000,1,3,1,46,0,0,0,0,0,0,0,0,0,1
12608,60000,2,3,2,49,1,2,0,10764,10454,11862,0,2000,242,1
12609,60000,2,2,1,50,3,2,0,61014,59473,56912,0,2100,1500,1
12610,50000,1,2,2,47,3,2,0,13683,13178,13853,0,1200,1200,1
12611,60000,2,2,2,52,2,0,0,16089,17127,19108,1300,2272,0,1
12612,40000,2,2,2,47,0,0,0,12842,9490,6955,13805,6797,28314,1
12613,50000,1,2,1,54,1,2,0,144837,141815,143704,0,5000,9500,1
12614,50000,1,3,1,48,3,2,2,46335,45319,50030,0,5800,0,1
12615,40000,2,2,1,49,2,2,3,86974,98246,95884,12700,0,0,1
12616,60000,1,2,1,48,0,0,0,3526,-4,1473,0,1477,2524,1
12617,60000,2,2,2,49,0,0,0,228342,235380,240049,10600,10200,4000,1
12618,30000,1,1,2,48,0,0,2,188,2791,188,2791,0,376,1
12619,50000,1,2,2,45,0,0,0,1473,1473,1473,1473,1473,1473,1
12620,50000,2,1,2,49,2,2,3,49583,53275,51960,5100,0,0,1
12621,50000,1,1,2,43,1,2,0,21508,20881,23217,0,3000,6000,1
12622,50000,1,3,1,51,0,0,0,10540,0,9871,0,9871,0,1
12623,50000,2,2,1,53,0,0,0,13192,14668,15614,2000,1500,1800,1
12624,60000,2,3,1,48,0,0,0,18996,20806,22447,2120,2000,2269,1
12625,40000,2,2,1,50,2,2,2,54126,57919,57778,5300,1400,3000,1
12626,50000,2,2,1,48,0,0,0,4310,3905,2411,3905,2411,1925,1
12627,60000,2,3,1,50,1,0,0,0,0,0,0,0,0,1
12628,60000,2,3,2,52,2,2,2,44594,45588,46540,2000,2000,1900,1
12629,60000,2,2,1,44,0,0,0,1188,3071,7854,2000,5000,5000,1
12630,30000,1,1,2,44,0,0,0,131724,130186,124530,5510,8970,5239,1
12631,50000,2,3,2,51,0,0,0,187068,193245,204730,10360,60000,100008,1
12632,60000,1,2,2,51,2,0,0,87199,89008,90834,4110,4203,7100,1
12633,60000,1,3,2,51,2,2,2,5000,5000,5000,0,0,0,1
12634,40000,2,2,1,47,0,0,0,18400,0,0,0,0,0,1
12635,50000,2,3,1,48,0,0,0,20730,-270,53895,0,54165,0,1
12636,50000,1,3,2,47,0,0,0,2610,54223,57299,54300,6600,400,1
12637,60000,1,2,2,48,0,0,2,46248,50893,48854,5750,0,3800,1
12638,40000,1,3,2,49,0,0,0,5190,649,0,649,0,0,1
12639,60000,1,2,1,55,0,0,0,4128,5550,6599,1500,1300,500,1
12640,50000,2,2,2,47,0,0,0,167,3690,1735,3700,1735,0,1
12641,60000,1,4,1,53,0,0,0,75472,75095,59335,2452,2140,1093,1
12642,60000,2,2,2,48,1,2,2,8944,9882,9538,1230,0,500,1
12643,60000,2,2,1,45,0,2,2,5521,2197,1010,1010,0,0,1
12644,40000,1,3,1,46,0,0,0,18961,4371,3391,4387,3472,47371,1
12645,60000,3,1,2,49,1,2,0,30698,29034,28317,0,1442,986,1
12646,50000,2,2,1,51,1,2,0,9980,9178,7912,1000,1517,194,1
12647,60000,1,2,1,43,0,0,0,167,616,640,619,643,528,1
12648,30000,2,3,2,46,2,0,0,27459,28514,29733,1800,2000,1200,1
12649,50000,1,1,2,50,0,0,0,12171,11554,7830,1500,1218,311,1
12650,40000,2,3,2,45,0,0,0,326,6914,2343,6914,2343,23834,1
12651,60000,2,2,1,49,1,2,2,45755,46725,49653,2000,4000,0,1
12652,40000,2,3,1,46,1,0,0,0,0,0,0,0,0,1
12653,50000,2,2,2,52,1,3,2,47629,46592,47517,0,2000,2000,1
12654,50000,2,1,2,48,2,2,2,15335,14804,16546,0,2300,0,1
12655,60000,1,2,1,51,0,0,0,10560,11312,13050,1200,1900,0,1
12656,30000,2,2,1,50,4,4,4,32875,32101,31071,0,0,0,1
12657,50000,1,2,1,48,0,0,0,390,390,390,390,390,540,1
12658,40000,1,2,2,48,2,2,2,31455,34623,34757,4000,1000,2000,1
12659,40000,2,2,2,46,0,0,0,88846,89730,93682,3279,6428,13669,1
12660,60000,2,3,2,49,1,0,0,0,0,0,0,0,486,1
12661,50000,2,2,1,46,0,0,0,9900,0,0,0,0,0,1
12662,60000,2,2,2,49,0,0,2,87401,93476,91077,7497,0,3324,1
12663,30000,1,1,2,50,3,2,2,19085,18491,20579,0,2400,0,1
12664,40000,2,2,2,47,0,0,0,3980,5075,5979,1318,1183,1000,1
12665,30000,2,3,1,50,0,2,0,9,9,2009,0,2000,0,1
12666,60000,1,1,1,50,0,0,0,139445,137950,133250,5500,5000,3500,1
12667,40000,1,2,2,45,0,0,0,29883,27523,31010,2000,4273,0,1
12668,60000,1,3,1,47,0,0,0,2896,10706,10323,10720,3014,1027,1
12669,30000,2,2,1,45,0,0,0,79426,71364,71219,3003,2503,1880,1
12670,40000,1,1,2,48,2,0,0,28852,29777,29478,1700,1700,1500,1
12671,50000,1,2,2,47,1,0,0,0,0,0,0,0,0,1
12672,20000,2,3,2,45,0,0,0,437,241,0,241,0,0,1
12673,60000,1,2,2,51,0,0,0,165686,169969,170142,8450,5289,4022,1
12674,30000,1,2,2,50,1,3,2,9192,8905,8611,0,0,400,1
12675,60000,1,2,1,52,0,0,0,778,5898,8610,5900,3000,299,1
12676,50000,2,2,1,48,1,2,0,20690,20075,19492,0,1500,805,1
12677,60000,2,1,2,50,0,0,0,122344,115723,44178,5492,2600,7797,1
12678,40000,1,2,2,43,0,0,0,9754,55904,8720,56243,8860,4410,1
12679,20000,2,3,2,47,0,0,0,1689,499,350,499,350,2277,1
12680,40000,1,1,1,48,2,2,3,1050,1050,1050,0,0,0,1
12681,60000,2,3,1,43,0,0,0,2619,1839,2544,1839,2544,1134,1
12682,50000,2,2,1,48,1,2,0,18231,34558,17363,0,1200,406,1
12683,40000,1,1,2,49,1,0,0,0,1710,0,1710,0,0,1
12684,60000,1,2,1,39,1,2,0,19866,19257,18901,0,1200,9,1
12685,50000,1,3,2,52,2,0,0,183939,176737,179787,8000,7900,6900,1
12686,60000,1,3,2,47,0,0,0,0,0,0,0,0,0,1
12687,40000,1,2,2,55,1,2,2,79695,77855,83945,0,7400,0,1
12688,30000,1,2,2,49,2,0,0,10992,12047,15257,1540,3750,700,1
12689,60000,1,2,1,49,2,2,2,2500,2500,2500,0,0,0,1
12690,50000,1,1,1,49,1,2,2,13701,13034,4119,0,1200,0,1
12691,50000,2,2,2,51,2,0,0,48177,49563,47750,2500,2500,3700,1
12692,40000,3,2,2,45,0,0,0,19773,18459,19398,1331,1270,633,1
12693,50000,2,2,1,46,1,2,2,40624,41381,40416,1700,0,1650,1
12694,60000,2,2,1,50,0,0,0,50581,47990,33276,2020,2010,2000,1
12695,40000,2,2,1,50,2,0,0,7823,8691,9701,1151,1161,354,1
12696,50000,1,1,1,48,2,0,0,42166,43687,44121,2200,1632,1113,1
12697,60000,1,2,2,46,1,0,0,-2,759,596,761,597,0,1
12698,40000,1,1,2,47,2,2,2,54251,55402,53925,2600,0,4400,1
12699,50000,1,1,1,50,0,0,2,17614,19323,19694,2000,1000,1000,1
12700,50000,2,3,1,42,1,2,0,124233,125768,126202,5000,4200,3000,1
12701,40000,1,3,2,54,0,0,0,142129,130705,99736,15126,9064,4009,1
12702,50000,1,3,1,47,2,0,0,117492,104895,58743,3985,3000,5000,1
12703,50000,2,2,2,52,3,2,2,2231,3048,2845,1000,12,0,1
12704,50000,2,3,1,44,0,0,0,21387,22416,23444,1378,1406,3000,1
12705,40000,1,2,1,40,0,0,0,226007,226465,205276,10000,9600,6700,1
12706,40000,1,2,1,43,0,0,0,4670,4670,4670,4670,4670,4670,1
12707,60000,2,2,1,52,4,4,4,42055,41146,40114,0,0,0,1
12708,60000,2,2,2,43,2,2,0,124613,121211,120920,0,3507,2000,1
12709,50000,3,2,1,46,0,0,0,49776,50405,49099,2056,1300,669,1
12710,60000,2,2,2,48,2,0,0,69074,70811,67397,2875,2327,3533,1
12711,60000,2,3,2,51,0,0,0,42056,46024,45452,5000,2000,1500,1
12712,40000,2,2,2,48,4,3,2,30542,29780,28968,0,0,2032,1
12713,40000,1,2,1,50,0,0,0,28916,29451,27779,11592,1500,959,1
12714,40000,2,2,2,45,0,0,0,2004,3193,4050,1211,1068,147,1
12715,60000,2,3,1,47,0,3,2,1304,978,652,0,0,0,1
12716,50000,1,2,1,48,1,0,0,0,0,0,0,0,0,1
12717,30000,1,2,1,49,2,2,2,53672,56495,57455,4300,2500,2200,1
12718,50000,1,1,2,49,1,0,0,0,2228,0,2228,0,0,1
12719,50000,2,2,1,48,0,0,0,25588,1259,1259,2096,1263,3665,1
12720,40000,2,3,1,41,0,0,0,1567,20175,0,20175,0,0,1
12721,50000,1,1,1,49,2,2,2,45870,46944,45874,2100,0,3500,1
12722,40000,1,2,1,50,0,0,0,57998,60063,63925,3000,5000,5305,1
12723,50000,1,1,2,47,2,2,4,420,420,420,0,0,0,1
12724,40000,2,3,1,48,0,0,0,1946,17810,2872,17810,2872,0,1
12725,40000,2,2,1,47,4,3,2,17936,17368,16792,0,0,1500,1
12726,50000,1,2,2,53,1,2,0,137327,133724,136539,0,6702,5000,1
12727,50000,1,2,1,47,0,0,2,21397,24233,23551,3500,0,2000,1
12728,60000,2,3,2,51,1,1,0,9028,-1868,-1868,0,0,0,1
12729,40000,1,2,1,48,0,0,0,18875,20064,21227,1500,1500,2000,1
12730,10000,1,2,2,47,2,3,2,186838,190570,194189,8000,8000,0,1
12731,60000,2,3,1,49,3,2,0,26851,26136,30391,0,5334,39,1
12732,60000,2,1,2,55,0,0,0,72770,69438,69776,4108,2500,928,1
12733,60000,2,2,1,47,3,2,0,79425,77223,75075,107,2563,2356,1
12734,60000,1,2,1,51,0,0,2,100908,105371,52113,7000,0,2053,1
12735,50000,1,2,2,49,2,0,0,17638,17058,17541,1666,1149,1946,1
12736,50000,1,3,1,50,2,0,0,136128,98337,60627,4756,3600,1500,1
12737,40000,2,2,2,40,0,0,0,11999,3617,4165,1062,1000,10488,1
12738,40000,2,2,2,56,0,0,0,170964,174509,176523,7788,6400,6700,1
12739,50000,2,3,2,51,0,0,0,42132,44045,45392,3005,3004,4010,1
12740,50000,2,1,2,46,0,0,0,1900,1489,1989,1489,1989,1200,1
12741,40000,2,2,2,45,0,2,0,2049,1579,590,0,590,3617,1
12742,50000,2,2,2,42,2,0,0,109924,111805,108207,6000,4380,3000,1
12743,50000,2,2,2,48,2,2,2,33313,34086,33239,1600,0,1250,1
12744,60000,1,1,1,52,0,0,2,7384,9356,9400,2108,352,837,1
12745,60000,1,3,1,49,2,0,0,48716,49504,44127,2213,1804,2700,1
12746,60000,2,3,2,50,0,0,0,1262,33414,1828,33414,1828,0,1
12747,50000,2,2,2,44,0,0,0,110922,113974,126194,5000,15066,5007,1
12748,60000,1,3,1,46,0,0,0,45060,25056,24751,1407,1332,963,1
12749,60000,2,3,2,54,2,0,0,36891,38498,39185,2201,1888,1500,1
12750,40000,2,1,2,47,1,2,2,8144,7102,1170,2034,0,0,1
12751,50000,2,1,2,49,1,2,2,298343,304421,298042,12300,0,24000,1
12752,40000,1,1,2,46,0,0,0,17589,18387,19157,1313,1308,684,1
12753,60000,2,3,2,40,3,2,2,16732,17866,17276,1700,0,800,1
12754,50000,2,2,2,49,1,0,0,0,0,12162,0,12162,1553,1
12755,60000,2,3,2,56,0,2,0,2130,1940,7801,0,7801,1158,1
12756,40000,2,2,2,46,0,0,0,60380,55367,111334,2296,2510,838,1
12757,60000,1,2,2,43,1,3,2,18663,18080,18986,0,1500,0,1
12758,50000,1,2,2,46,2,3,2,50136,50044,46543,1000,5,661,1
12759,50000,2,3,2,50,2,2,2,159438,163684,166163,8150,6500,6500,1
12760,60000,1,2,2,48,0,0,0,106010,24892,10772,24976,10786,21916,1
12761,40000,2,2,2,51,0,0,2,41114,44131,43121,4000,0,3400,1
12762,60000,1,3,1,47,2,0,0,54933,55460,56599,2009,2057,2500,1
12763,50000,2,2,2,52,2,2,2,18155,17595,19355,0,2344,800,1
12764,50000,1,2,2,43,1,2,2,27746,23209,22040,2000,0,2000,1
12765,40000,2,2,2,48,4,3,2,11553,11081,11021,0,420,402,1
12766,30000,2,2,1,42,0,0,0,85119,86901,89583,3153,4126,3231,1
12767,60000,2,3,2,46,1,0,0,0,640,31762,640,31764,51986,1
12768,40000,2,3,2,57,0,0,0,322464,325625,323182,13248,13120,12833,1
12769,40000,1,3,2,51,1,0,0,0,0,9996,0,9996,0,1
12770,50000,1,2,2,48,0,0,0,1212,791,2663,1032,2663,783,1
12771,50000,1,2,2,46,2,2,2,72514,74421,71201,5118,0,4000,1
12772,60000,1,1,2,48,2,2,2,28073,28515,27150,1800,0,2300,1
12773,40000,2,1,1,46,1,2,2,15748,16497,16928,1300,1000,1000,1
12774,60000,1,2,2,48,0,0,0,26183,24181,19543,1826,1469,514,1
12775,60000,2,2,2,53,0,0,0,13138,22389,16586,20000,5000,3000,1
12776,50000,2,3,2,51,2,2,2,132510,128981,138289,0,13000,200,1
12777,60000,1,2,1,52,2,0,0,38370,39448,58788,2000,20000,5000,1
12778,50000,2,2,1,53,1,2,2,10401,11770,10957,2000,0,1000,1
12779,60000,2,2,1,48,2,2,4,1650,1650,1650,0,0,0,1
12780,50000,2,3,2,46,0,0,0,7370,3395,1860,3420,1865,2375,1
12781,50000,2,3,2,45,1,0,0,0,0,0,0,0,0,1
12782,60000,2,3,2,48,0,0,0,29782,32298,34610,3000,3000,1500,1
12783,40000,2,2,1,46,1,0,0,0,0,4524,0,4524,4000,1
12784,60000,2,2,2,46,1,2,2,52126,52707,47939,2030,0,1014,1
12785,60000,1,1,2,44,0,0,0,0,0,0,0,0,0,1
12786,50000,1,1,1,48,1,2,2,19131,18447,0,0,0,0,1
12787,30000,2,1,2,50,2,2,2,41586,44690,43671,3775,0,6768,1
12788,50000,1,3,2,44,0,0,0,2772,6675,-3098,6675,20,50000,1
12789,60000,1,2,2,49,0,0,0,7900,8922,9926,1309,1313,357,1
12790,50000,1,2,1,52,2,2,0,42646,30060,28391,2159,1500,1000,1
12791,60000,3,3,2,45,0,0,0,221626,190440,118163,6530,4200,4938,1
12792,60000,2,3,1,49,2,2,0,2467,-368,1465,0,2000,1000,1
